"COMP","REGIAO","UF","CO_IBGE","MUNICIPIO","MOTIVO_DESABILITACAO","CNES","NOME_ESTABELECIMENTO","RAZAO_SOCIAL","TP_GESTAO","CO_TIPO_UNIDADE","DS_TIPO_UNIDADE","NATUREZA_JURIDICA","DESC_NATUREZA_JURIDICA","NO_LOGRADOURO","NU_ENDERECO","NO_COMPLEMENTO","NO_BAIRRO","CO_CEP","NU_TELEFONE","NO_EMAIL","LEITOS_EXISTENTES","LEITOS_SUS","UTI_TOTAL_EXIST","UTI_TOTAL_SUS","UTI_ADULTO_EXIST","UTI_ADULTO_SUS","UTI_PEDIATRICO_EXIST","UTI_PEDIATRICO_SUS","UTI_NEONATAL_EXIST","UTI_NEONATAL_SUS","UTI_QUEIMADO_EXIST","UTI_QUEIMADO_SUS","UTI_CORONARIANA_EXIST","UTI_CORONARIANA_SUS"
202512,"SUDESTE","SP",352690,"LIMEIRA","",2024632,"HOSPITAL UNIMED LIMEIRA","UNIMED DE LIMEIRA COOPERATIVA DE TRABALHO MEDICO","M",5,"HOSPITAL GERAL",2143,"HOSPITAL_PRIVADO","RUA SANTA CRUZ","620","","CENTRO",13480041,"(19) 3404 4800","admhospital@unimedlimeira.com.br",96,0,22,0,12,0,0,0,10,0,0,0,0,0
202512,"SUDESTE","SP",351340,"CRUZEIRO","",2024691,"SANTA CASA DE CRUZEIRO","SANTA CASA DE MISERICORDIA DE CRUZEIRO","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","MAJOR NOVAES","715","","CENTRO",12701330,"(12)3184-7005","",135,101,20,18,20,18,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",350850,"CACAPAVA","",2024756,"HOSPITAL E MATERNIDADE NOSSA SENHORA DA AJUDA","FUSAM FUNDACAO DE SAUDE E ASSIST DO MUNIC DE CACAPAVA","M",5,"HOSPITAL GERAL",3069,"HOSPITAL_FILANTRÓPICO","DOUTOR PEREIRA DE MATTOS","63","","CENTRO",12281450,"12 36548800","contabilidade@fusam.com.br",74,72,10,10,10,10,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",350860,"CACHOEIRA PAULISTA","",2024772,"SANTA CASA DE MISERICORDIA SAO JOSE","ASSOCIACAO BENEF SAO JOSE E SANTA CASA DE MISERICORDIA SAO J","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","SETE DE SETEMBRO","122","","CENTRO",12630000,"","",31,31,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",354870,"SAO BERNARDO DO CAMPO","",2025361,"HOSPITAL DE CANCER DE SAO BERNARDO DO CAMPO PADRE ANCHIETA","PREFEITURA DO MUNICIPIO DE SAO BERNARDO DO CAMPO","M",5,"HOSPITAL GERAL",1244,"HOSPITAL_PÚBLICO","RUA SILVA JARDIM","470","","CENTRO",9715090,"(11)43454011","maira.souza@cssbc.org.br",83,83,19,19,19,19,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",352430,"JABOTICABAL","",2025477,"HOSPITAL E MATERNIDADE SANTA ISABEL DE JABOTICABAL","IRMANDADE DA SANTA CASA DE MISERICORDIA DE JABOTICABAL","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","RUA FLORIANO PEIXOTO","1387","","CENTRO",14870810,"(16)32092333","hmsi2@bol.com.br",76,43,10,3,10,3,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",352900,"MARILIA","",2025507,"HOSPITAL DAS CLINICAS HCFAMEMA","FUNDACAO DE APOIO A FACULDADE DE MEDICINA DE MARILIA E AO HO","E",5,"HOSPITAL GERAL",3069,"HOSPITAL_FILANTRÓPICO","DOUTOR REINALDO MACHADO","255","","FRAGATA",17519080,"(14)34021824","superintendencia@hc.famema.br",345,325,61,61,40,40,7,7,8,8,0,0,6,6
202512,"SUDESTE","SP",354850,"SANTOS","",2025752,"SANTA CASA DE SANTOS","IRMANDADE DA SANTA CASA DA MISERICORDIA DE SANTOS","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","AV DOUTOR CLAUDIO LUIZ DA COSTA","50","","JABAQUARA",11075900,"(13) 3202-0600","dir.tecnica@scsantos.com.br",533,256,91,50,71,40,10,10,10,0,0,0,0,0
202512,"SUDESTE","SP",354850,"SANTOS","",2025760,"HOSPITAL ANA COSTA DE SANTOS","HOSPITAL ANA COSTA S A","M",5,"HOSPITAL GERAL",2054,"HOSPITAL_PRIVADO","PEDRO AMERICO","60","","CAMPO GRANDE",11075400,"(13) 3228-9000","diretoria@anacosta.com.br",195,0,43,0,20,0,6,0,7,0,0,0,10,0
202512,"SUDESTE","SP",352440,"JACAREI","",2026074,"HOSPITAL POLICLIN DE JACAREI","POLICLIN SA SERVICOS MEDICOS HOSPITALARES","M",5,"HOSPITAL GERAL",2054,"HOSPITAL_PRIVADO","AVENIDA EDOUARD SIX","80","","CENTRO",12327673,"(12)39531044","karen.hpjac@policlin.com.br",28,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",352440,"JACAREI","",2026112,"HOSPITAL DE CLINICAS ANTONIO AFONSO","HOSPITAL DE CLINICAS ANTONIO AFONSO","M",5,"HOSPITAL GERAL",2062,"HOSPITAL_PRIVADO","RUA ANTONIO AFONSO","307","","CENTRO",12327270,"12-3955-9900","medico24h@uol.com.br",48,0,18,0,18,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",351860,"GUARIBA","",2026805,"SANTA CASA DE GUARIBA","IRMANDADE DA SANTA CASA DE MISERICORDIA DE GUARIBA","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","RUA NELLO PETRINI","1740","","JARDIM BOA VISTA",14842286,"(16)32519100","administrador@santacasaguariba.com.br",61,53,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",352240,"ITAPEVA","",2027186,"SANTA CASA DE MISERICORDIA DE ITAPEVA","SANTA CASA DE MISERICORDIA DE ITAPEVA","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","RUA SANTOS DUMONT","433","","CENTRO",18400030,"(15)35219500","administracao@santacasadeitapeva.org.br",160,134,32,30,22,20,0,0,10,10,0,0,0,0
202512,"SUDESTE","SP",354870,"SAO BERNARDO DO CAMPO","",2027348,"CENTRO DE TRATAMENTO BEZERRA DE MENEZES SB DO CAMPO","INSTITUICAO ASSISTENCIAL EMMANUEL","M",7,"HOSPITAL ESPECIALIZADO",3999,"HOSPITAL_FILANTRÓPICO","RUA BATUIRA","400","","ASSUNCAO",9861550,"(11)4344.2222","bezerrademenezes@bezerrademenezes.org.br",170,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",354870,"SAO BERNARDO DO CAMPO","",2027356,"HOSPITAL DA MULHER","PREFEITURA DO MUNICIPIO DE SAO BERNARDO DO CAMPO","M",5,"HOSPITAL GERAL",1244,"HOSPITAL_PÚBLICO","AVENIDA IMPERADOR PEDRO II","216","","NOVA PETROPOLIS",9770420,"(11)2363-3860","maira.souza@cssbc.org.br",140,140,29,29,7,7,2,2,20,20,0,0,0,0
202512,"SUDESTE","SP",353130,"MONTE ALTO","",2028204,"SANTA CASA DE MONTE ALTO","IRMANDADE DE MISERIC DO HOSPITAL DA SANTA CASA DE MONTE ALTO","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","RUA CARLOS KIELANDER","396","CAIXA POSTAL 180","CENTRO",15910005,"(16)3244-3244","administracao1@santacasamontealto.com.br",89,60,20,16,20,16,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355430,"TEODORO SAMPAIO","",2028239,"HOSPITAL REGIONAL DE TEODORO SAMPAIO","ASSOCIACAO FILANTROPICA DE TEODORO SAMPAIO","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","ALA TRIFON INFANTE ALGARIN","1430","","CENTRO",19280001,"(18) 3282-1411","associacaofilantropicahrts@outlook.com",50,43,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2028840,"INSTITUTO DE INFECTOLOGIA EMILIO RIBAS","SECRETARIA DE ESTADO DA SAUDE","E",5,"HOSPITAL GERAL",1023,"HOSPITAL_PÚBLICO","DR ARNALDO","165","","SUMARE",1246900,"","expedientetecnica@emilioribas.sp.gov.br",311,311,30,30,30,30,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2032236,"HOSPITAL PREVINA","PLENA SAUDE S A","M",5,"HOSPITAL GERAL",2054,"HOSPITAL_PRIVADO","RAIMUNDO PEREIRA DE MAGALHAES","12367","","JARDIM MARILU",2989095,"11 39445400","licencas.unidades@plenasaude.com.br",8,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2032481,"HOSPITAL DA LUZ 92","AMICO SAUDE LTDA","M",5,"HOSPITAL GERAL",2054,"HOSPITAL_PRIVADO","RUA AZEVEDO MACEDO","92","","VILA MARIANA",4013060,"(11) 2117-6000","keli.almeida@hospitaldaluz.com.br",94,0,40,0,0,0,20,0,20,0,0,0,0,0
202512,"SUDESTE","SP",351840,"GUARATINGUETA","",2035723,"HOSPITAL CEPOG","HOSPITAL CEPOG LTDA","M",5,"HOSPITAL GERAL",2062,"HOSPITAL_PRIVADO","BENEDITO MARCONDES","141","","CAMPO DO GALVAO",12505270,"012 31285511","ADMINISTRACAO@HOSPITALCEPOG.COM.BR",39,5,10,0,10,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",350380,"ARTUR NOGUEIRA","",2037297,"HOSPITAL E MATERNIDADE DE ARTUR NOGUEIRA","PREFEITURA MUNICIPAL DE ARTUR NOGUEIRA","M",5,"HOSPITAL GERAL",1244,"HOSPITAL_PÚBLICO","AV DR FERNANDO ARENS","939","","VILA QUEIROZ",13163006,"(19)38277000","faturamentosaude@arturnogueira.sp.gov.br",12,12,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",354690,"SANTA LUCIA","",2038048,"PRONTO SOCORRO MUNICIPAL SANTA LUCIA","PREFEITURA MUNICIPAL DE SANTA LUCIA","M",20,"PRONTO SOCORRO GERAL",1244,"HOSPITAL_PÚBLICO","RUA CORONEL LUIZ PINTO","155","","CENTRO",14825011,"33969603","saudestalucia@yahoo.com.br",8,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355040,"SAO PEDRO","",2038315,"UMIS UNIDADE MISTA INTEGRADA A SAUDE SAO PEDRO","PREFEITURA MUNICIPAL DE SAO PEDRO","M",15,"UNIDADE MISTA",1244,"HOSPITAL_PÚBLICO","RUA MARIO SCAGNOLATO","13","","RECANTO DAS AGUAS",13522054,"(19)3481.93.87","umis@saopedro.sp.gov.br",1,1,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",352100,"IPERO","",2038447,"PRONTO ATENDIMENTO SAO JUDAS TADEU","PREFEITURA MUNICIPAL DE IPERO","M",20,"PRONTO SOCORRO GERAL",1244,"HOSPITAL_PÚBLICO","AV PAULO ANTUNES MOREIRA","1800","","INDUSTRIAL",18560070,"(15)2661100","",15,15,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",351880,"GUARULHOS","",2040069,"HOSPITAL MATERNIDADE JESUS JOSE E MARIA","ASSOCIACAO BENEFICENTE JESUS JOSE E MARIA","M",7,"HOSPITAL ESPECIALIZADO",3999,"HOSPITAL_FILANTRÓPICO","VIELA 4 TRAVESSA DA AV DR RENATO ANDRADE MAIA","1337","","PARQUE RENATO MAIA",7114000,"1124757777","secretaria@mjjm.org.br",135,135,22,22,6,6,0,0,16,16,0,0,0,0
202512,"SUDESTE","SP",354850,"SANTOS","",2042894,"SECAO PRONTO SOCORRO CENTRAL SEPROS C","MUNICIPIO DE SANTOS","M",20,"PRONTO SOCORRO GERAL",1244,"HOSPITAL_PÚBLICO","AVENIDA DOUTOR CLAUDIO LUIZ DA COSTA","280","","JABAQUARA",11075100,"(13)32281880","adm-psc@santos.sp.gov.br",26,26,5,5,5,5,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",351620,"FRANCA","",2043580,"PRONTO SOCORRO DR ALVARO J AZZUZ","PREFEITURA MUNICIPAL DE FRANCA","M",20,"PRONTO SOCORRO GERAL",1244,"HOSPITAL_PÚBLICO","AV CHICO JULIO","5125","","VILA IMPERADOR",14409241,"1637111900","",36,36,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",350600,"BAURU","",2048132,"HOSPITAL DE OLHOS CLINICA ESPECIALIZADA","CDO CENTRO DE DIAGNOSTICO OFTALMOLOGICO LTDA","M",7,"HOSPITAL ESPECIALIZADO",2062,"HOSPITAL_PRIVADO","RIO BRANCO","1383","","CENTRO",17015311,"","",1,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",353150,"MONTE AZUL PAULISTA","",2053500,"HOSPITAL SENHOR BOM JESUS","ASSOCIACAO DE BENEMERENCIA SENHOR BOM JESUS","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","RUA RUI BARBOSA","267","","CENTRO",14730101,"(17)3361-9210","Adm@hsbj.com.br",40,25,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",353150,"MONTE AZUL PAULISTA","",2053519,"MATERNIDADE FERNANDO MAGALHAES","ASSOCIACAO DE PROTECAO A MATERNIDADE E A INFANCIA","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","PRACA CORONEL LICAS","96","","CENTRO",14730013,"(17)33619820","maternidadefernandomagalhaes@gmail.com",30,26,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355090,"SAO SIMAO","",2058243,"SANTA CASA DE MISERICORDIA DE SAO SIMAO","SANTA CASA DE MISERICORDIA DE SAO SIMAO","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","RUA BANDEIRA VILELA","185","","CENTRO",14200000,"(16)3984-1113","stacasass@gmail.com",40,36,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",353340,"NOVA ODESSA","",2058308,"HOSPITAL E MATERNIDADE MUNICIPAL DR ACILIO CARRION GARCIA","MUNICIPIO DE NOVA ODESSA","M",5,"HOSPITAL GERAL",1244,"HOSPITAL_PÚBLICO","ARISTIDE BASSORA","301","","BOSQUE DO CEDRO",13380001,"","",71,66,5,0,5,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",350600,"BAURU","",2058332,"HOSPITAL MANOEL DE ABREU BAURU","SECRETARIA DE ESTADO DA SAUDE","E",5,"HOSPITAL GERAL",1023,"HOSPITAL_PÚBLICO","SALVADOR FILARDI","688","","VILA INDUSTRIAL",17055280,"","",79,79,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",354190,"QUELUZ","",2058340,"HOSPITAL MUNICIPAL DE QUELUZ","PREFEITURA MUNICIPAL DE QUELUZ","M",5,"HOSPITAL GERAL",1244,"HOSPITAL_PÚBLICO","LADEIRA MARIA CELIA REBOUCAS DE CARVALHO FRANCA","65","","CENTRO",12800000,"(12)31471560","qeluzsaude@ig.com.br",19,19,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2058391,"HOSPITAL ISRAELITA ALBERT EINSTEIN","SOCIEDADE BENEFICENTE ISRAELITA BRAS HOSP ALBERT EINSTEIN","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","AV ALBERT EINSTEIN","627","701","MORUMBI",5652900,"(11)37471233","cendoroglo@einstein.br",696,28,94,0,54,0,18,0,22,0,0,0,0,0
202512,"SUDESTE","SP",355200,"SILVEIRAS","",2058405,"UNIDADE MISTA DE SAUDE DE SILVEIRAS","PREFEITURA MUNICIPAL DE SILVEIRAS","M",15,"UNIDADE MISTA",1244,"HOSPITAL_PÚBLICO","PRC PADRE JOAQUIM FERREIRA DA CUNHA","11","","CENTRO",12690000,"(12)5561114","",2,2,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2058502,"HOSPITAL DO SERV PUB EST FCO MORATO DE OLIVEIRA SAO PAULO","INSTITUTO DE ASSIST MEDICA AO SERVIDOR PUBLICO ESTADUAL SP","E",5,"HOSPITAL GERAL",1112,"HOSPITAL_PÚBLICO","AVENIDA IBIRAPUERA","981","","IBIRAPUERA",4029000,"(11) 4573-8500","hspe@iamspe.sp.gov.br",886,6,87,0,64,0,4,0,8,0,11,0,0,0
202512,"SUDESTE","SP",351110,"CATANDUVA","",2058626,"HOSPITAL MAHATMA GANDHI","HOSPITAL MAHATMA GANDHI","M",7,"HOSPITAL ESPECIALIZADO",3999,"HOSPITAL_FILANTRÓPICO","DUARTINA","1311","SC","VILA SOTO",15810150,"(17) 35249070","",184,138,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",354140,"PRESIDENTE PRUDENTE","",2058782,"HOSPITAL PSIQUIATRICO ESPIRITA BEZERRA DE MENEZES P PRUDENT","ASSOCIACAO ASSISTENCIAL ADOLPHO BEZERRA DE MENEZES","E",7,"HOSPITAL ESPECIALIZADO",3999,"HOSPITAL_FILANTRÓPICO","EST BEZERRA DE MENEZES","1","","UMUARAMA",19053680,"(18)39022111","depbezerra1@gmail.com",172,121,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",350160,"AMERICANA","",2058790,"HOSPITAL MUNICIPAL DR WALDEMAR TEBALDI","MUNICIPIO DE AMERICANA","M",5,"HOSPITAL GERAL",1244,"HOSPITAL_PÚBLICO","AV DA SAUDE","415","","BOSQUE DA SAUDE",13478640,"19 34716750","diretoria@fusame.com.br",143,142,22,21,17,16,0,0,5,5,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2065665,"HOSPITAL MATERNIDADE INTERLAGOS","SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO","E",7,"HOSPITAL ESPECIALIZADO",1023,"HOSPITAL_PÚBLICO","RUA LEONOR ALVIM","211","","JD LEBLON",4802190,"(11)56681232","hminterlagos.dts@gmail.com",89,89,14,14,4,4,0,0,10,10,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2066092,"HOSPITAL GERAL DE PEDREIRA","SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO","E",5,"HOSPITAL GERAL",1023,"HOSPITAL_PÚBLICO","RUA JOAO FRANCISCO DE MOURA","251","","VILA CAMPO GRANDE",4455170,"(11) 5613-5900","diretoria@hpedreira.spdm.org.br",295,295,41,41,23,23,6,6,12,12,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2066572,"HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I","SECRETARIA DE ESTADO DA SAUDE","E",5,"HOSPITAL GERAL",1023,"HOSPITAL_PÚBLICO","CON XAVIER","276","","V HELIOPOLIS",4231030,"","ddmedica.hh@gmail.com",290,290,24,24,24,24,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",354870,"SAO BERNARDO DO CAMPO","",2069776,"HOSPITAL DE URGENCIA","PREFEITURA DO MUNICIPIO DE SAO BERNARDO DO CAMPO","M",5,"HOSPITAL GERAL",1244,"HOSPITAL_PÚBLICO","RUA JOAQUIM NABUCO","380","","CENTRO",9720375,"4128-7700","maira.souza@cssbc.org.br",271,271,30,30,20,20,10,10,0,0,0,0,0,0
202512,"SUDESTE","SP",351110,"CATANDUVA","",2070413,"UNIMED HOSPITAL SAO DOMINGOS","UNIMED DE CATANDUVA COOPERATIVA DE TRABALHO MEDICO","M",5,"HOSPITAL GERAL",2143,"HOSPITAL_PRIVADO","DR CERVANTES ANGULO","255","SC","PQ JOAQUIM LOPES",15800640,"17 35313123","contabilidade@unimedcatanduva.com.br",126,0,20,0,8,0,3,0,7,0,0,0,2,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2070766,"CAISM DR DAVID CAPISTRANO DA COSTA FILHO DA AGUA FUNDA SP","SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO","E",7,"HOSPITAL ESPECIALIZADO",1023,"HOSPITAL_PÚBLICO","AVENIDA MIGUEL STEFNO","3030","","AGUA FUNDA",4301002,"(11) 5077-7893","caism-ginformacao@saude.sp.gov.br",121,121,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2071371,"HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO","SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO","E",7,"HOSPITAL ESPECIALIZADO",1023,"HOSPITAL_PÚBLICO","RUA DR SERAFICO DE ASSIS CARVALHO","34","","JARDIM GUEDALA",4024002,"(11)37233700","hidv-dtds.expediente@saude.sp.gov.br",122,122,14,14,0,0,9,9,5,5,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2071568,"HC DA FMUSP INSTITUTO DO CORACAO INCOR SAO PAULO","FUNDACAO ZERBINI","E",7,"HOSPITAL ESPECIALIZADO",3069,"HOSPITAL_FILANTRÓPICO","AVENIDA DR ENEAS DE CARVALHO AGUIAR","44","","CERQUEIRA CESAR",5403000,"(11) 2661-5000","fabio.kawamura@hc.fm.usp.br",469,406,169,161,135,129,31,29,3,3,0,0,0,0
202512,"SUDESTE","SP",351510,"EMBU-GUACU","",2072033,"UNIDADE MISTA DE SAUDE DE EMBUGUACU","PREFEITURA MUNICIPAL DE EMBU GUACU","M",15,"UNIDADE MISTA",1244,"HOSPITAL_PÚBLICO","RUA CELESTINO APA","50","","JAD EMILIA",6900710,"(11)49613199","embu-guacu.saude@ig.com.br",17,17,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",354730,"SANTANA DE PARNAIBA","",2072513,"HOSPITAL E MATERNIDADE MUNICIPAL SANTA ANA","PREFEITURA MUNICIPAL DE SANTANA DE PARNAIBA","M",5,"HOSPITAL GERAL",1244,"HOSPITAL_PÚBLICO","AVENIDA GERALDO DE CEZAR","613","","CAMPO DA VILA",6501008,"11 4622-8750","sms.hospitalsantaana@santanadeparnaiba.sp.gov.br",76,74,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2075717,"HOSP MUN MATERNIDADE PROFESSOR MARIO DEGNI","PREFEITURA DO MUNICIPIO DE SAO PAULO","M",5,"HOSPITAL GERAL",1031,"HOSPITAL_PÚBLICO","RUA LUCAS DE LEYDE","257","","VILA ANTONIO",5376010,"(11)33949330","",75,64,18,9,10,4,0,0,8,5,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2075962,"HOSP DA STA CASA DE STO AMARO","SANTA CASA DE MISERICORDIA DE SANTO AMARO","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","RUA ISABEL SCHMIDT","59","","SANTO AMARO",4743030,"(11)55258700","scmsa@uol.com.br",134,91,10,9,10,9,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2076896,"HOSPITAL SAO LUIZ GONZAGA","IRMANDADE DA SANTA CASA DE MISERICORDIA DE SAO PAULO","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","MICHEL OUCHANA","94","","JACANA",2276140,"","",231,177,40,0,30,0,0,0,10,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2076926,"HOSPITAL UNIVERSITARIO DA USP SAO PAULO","HOSPITAL UNIVERSITARIO DA UNIVERSIDADE DE SAO PAULO","E",5,"HOSPITAL GERAL",1112,"HOSPITAL_PÚBLICO","AV PROF LINEU PRESTES","2565","","BUTANTA",5580000,"(11) 3091-9316","superintendencia@hu.usp.br",206,206,28,28,12,12,10,10,6,6,0,0,0,0
202512,"SUDESTE","SP",352350,"ITATINGA","",2076942,"HOSPITAL DE ITATINGA","HOSPITAL SANTA TEREZINHA E MATERNIDADE ERCILIA PIERONI","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","PRACA SAO ROQUE","48","","CENTRO",18690000,"(14)38481325","hstitatinga@.yahoo.com.br",14,7,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2076950,"HOSPITAL OSWALDO CRUZ","HOSPITAL ALEMAO OSWALDO CRUZ","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","RUA JOAO JULIAO","331","","PARAISO",1323020,"(11)3549-1907","haoc@haoc.com.br",350,0,44,0,44,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2076985,"CASA DA CRIANCA BETINHO","CASA DA CRIANCA BETINHO LAR ESPIRITA P EXCEPCIONAIS","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","RUA VACANGA","300","","VIL CARRAO",3433020,"(11)67817366","casabetinho@uol.com.br",89,89,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",351500,"EMBU DAS ARTES","",2077078,"UNIDADE MISTA E MATERNIDADE CENTRAL","PREFEITURA DE EMBU DAS ARTES","M",5,"HOSPITAL GERAL",1244,"HOSPITAL_PÚBLICO","AVENIDA ELIAS YAZBEK","1415","","CERCADO GRANDE",6803002,"4781-3723","umscentral@hotmail.com",48,48,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",351060,"CARAPICUIBA","",2077124,"UNIDADE MISTA DE ATENDIMENTO INFANTIL","PREFEITURA MUNICIPAL DE CARAPICUIBA","M",15,"UNIDADE MISTA",1244,"HOSPITAL_PÚBLICO","AVENIDA TEIXEIRA LOTT","601","","VL CRETTI",6317341,"(11)41643392","",17,17,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2077388,"HOSPITAL AMPARO MATERNAL","SPDM PAIS HOSPITAL AMPARO MATERNAL","M",7,"HOSPITAL ESPECIALIZADO",3999,"HOSPITAL_FILANTRÓPICO","RUA LOEFGREEN","1901","","V CLEMENTINO",4040032,"(11)50898277","fernanda.lance@ham.spdmpais.org.br",109,104,10,10,0,0,0,0,10,10,0,0,0,0
202512,"SUDESTE","SP",354980,"SAO JOSE DO RIO PRETO","",2077396,"HOSPITAL DE BASE DE SAO JOSE DO RIO PRETO","FUNDACAO FACULDADE REGIONAL DE MEDICINA DE SAO JOSE DO RIO P","E",5,"HOSPITAL GERAL",3069,"HOSPITAL_FILANTRÓPICO","AVN BRIGADEIRO FARIA LIMA","5544","","SAO PEDRO",15090000,"17-32015000","diretoria@hospitaldebase.com.br",1305,874,275,198,164,128,60,40,37,16,0,0,14,14
202512,"SUDESTE","SP",355030,"SAO PAULO","",2077418,"CAISM PHILIPPE PINEL SAO PAULO","SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO","E",7,"HOSPITAL ESPECIALIZADO",1023,"HOSPITAL_PÚBLICO","AV RAIMUNDO PEREIRA DE MAGALHAES","5214","","PIRITUBA",2938000,"(11) 3993-8227","hppinel@uol.com.br",136,136,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2077426,"HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA","SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO","E",5,"HOSPITAL GERAL",1023,"HOSPITAL_PÚBLICO","AV FRANCISCO FALCONI","1501","","VILA ALPINA",3227000,"(11) 2318-2100","secretaria@hva.org.br",219,219,38,38,20,20,7,7,11,11,0,0,0,0
